ID,nExpediente,EMPRESA,AUTÓNOMO,Nº TRABAJADORES,Tipo actividad,Fecha Entrada,Fecha Salida,Base modelo 190,Base modelo 180,importe neto,aprovisionamientos,otros ingresos explotación,ingresos financiero,gastos financieros,deterioro ingresos financieros,inspección HACIENDA,nº socios,pagos gestoria,ha pagado a la gestoría,solicita aplazamientos pago,certificado electrónico,reuniones anuales,envia documentacion por correo,se realiza la declaracion de la renta
658,2310658,1,0,25.0,construccion,2003-03-24,,44775,965,121051,35569.09059804356,,25,12.887076830198346,0.0,0.0,1.0,460.0,Sí,0,1,,sí,no
659,2300659,0,1,0.0,restauracion,2017-08-11,,0,717,37377,14512.334773439154,,32,5.896894115641655,0.0,1.0,,72.6,Sí,0,0,,sí,sí
660,2300660,0,1,1.0,empresa de telefonia,2010-11-19,,1310,785,74467,25506.84625228829,,43,9.546727201735782,0.0,0.0,,121.0,Sí,0,0,,no,sí
661,2300661,0,1,0.0,restauracion,2018-08-18,,0,667,1080894,443263.33906286,,65,148.22878436488602,57.927385246002125,0.0,,72.6,Sí,0,1,,sí,sí
662,2300662,0,1,2.0,componentes electronicos,2014-02-04,,3494,925,78442,32848.787293726615,,36,11.984021426289992,0.0,0.0,,142.45,Sí,0,1,,sí,sí
663,2310663,1,0,6.0,construccion,2010-07-19,,8472,789,179195,69128.26048242919,,37,24.02766900853364,0.0,1.0,2.0,460.0,Sí,0,1,,sí,sí
664,2310664,1,0,15.0,construccion,2010-09-11,,21615,1125,575571,163631.6837353791,,45,55.39984244264412,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
665,2300665,0,1,0.0,restauracion,2021-08-20,,0,620,50659,19463.75329737227,,34,7.540609817473103,0.0,0.0,,72.6,Sí,0,0,,sí,sí
666,2300666,0,1,3.0,construccion,2021-10-23,,4590,752,74110,28340.556819574005,,33,10.4874302611478,0.0,1.0,,162.5,Sí,0,0,,sí,sí
667,2300667,0,1,1.0,restauracion,2018-06-25,,1311,1022,70775,24511.480741220315,,29,9.21629706102041,0.0,1.0,,121.0,Sí,1,0,,no,sí
668,2300668,0,1,2.0,construccion,2002-06-17,,3148,1088,77544,27728.38561230184,,33,10.284208614514892,0.0,0.0,,142.45,Sí,0,0,,sí,sí
669,2300669,0,1,0.0,fontaneria,2011-07-21,,0,1059,55254,21282.708743456747,,35,8.144445993552585,0.0,1.0,,72.6,Sí,0,1,,sí,sí
670,2300670,0,1,0.0,restauracion,2012-05-17,,0,886,41315,13152.844253219033,,24,5.445585888761699,0.0,0.0,,72.6,Sí,0,1,,sí,sí
671,2300671,0,1,1.0,construccion,2015-02-19,,1612,809,70175,23348.6707669262,,23,8.830280608612904,0.0,0.0,,121.0,Sí,1,1,,sí,sí
672,2300672,0,1,0.0,restauracion,2007-04-05,,0,825,882002,366138.4785181726,,60,122.6257488577676,0.0,0.0,,72.6,Sí,1,0,,no,sí
673,2300673,0,1,0.0,restauracion,2021-05-05,,0,903,44956,12653.10733197376,,23,5.279688899794735,0.0,0.0,,72.6,Sí,0,0,,sí,sí
674,2310674,1,0,18.0,construccion,2002-06-30,,24102,884,138542,49985.16361702724,,38,17.672761067052058,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
675,2300675,0,1,0.0,fontaneria,2004-07-17,,0,901,57332,20285.048855018955,,23,7.813254191488962,0.0,0.0,,72.6,No,0,1,,sí,sí
676,2300676,0,1,0.0,restauracion,2016-10-21,,0,971,566703,234282.3394022273,,45,78.85364492428909,0.0,1.0,,72.6,Sí,0,0,,sí,sí
677,2300677,0,1,0.0,fontaneria,2002-02-07,,0,1122,58836,23224.25277964273,,34,8.788977737869988,0.0,0.0,,72.6,Sí,0,1,,no,sí
678,2300678,0,1,0.0,restauracion,2007-02-24,,0,558,53005,19776.503367884867,,28,7.644433034833066,0.0,1.0,,72.6,Sí,0,1,,no,sí
679,2310679,1,0,3.0,construccion,2004-05-04,,3471,1176,177267,61336.42397908812,,30,21.4410235967716,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
680,2300680,0,1,2.0,restauracion,2019-09-25,,3424,896,64964,25897.40989745899,,30,9.676382086094383,0.0,0.0,,142.45,Sí,0,1,0.0,sí,sí
681,2300681,0,1,1.0,restauracion,2013-07-15,,1651,1184,77477,24434.443266347444,,35,9.19072303481642,0.0,1.0,,121.0,Sí,0,0,,no,sí
682,2300682,0,1,0.0,construccion,2002-03-12,,0,921,49938,19152.22618906917,,32,7.437192585221608,0.0,,,72.6,Sí,0,0,,sí,sí
683,2310683,1,0,26.0,construccion,2010-05-11,,38090,618,787200,235797.4012689292,,63,79.35659796037496,0.0,0.0,4.0,460.0,Sí,1,1,,sí,sí
684,2300684,0,1,0.0,fontaneria,2016-01-11,,0,908,51597,21293.814842866723,,40,8.148132870333054,0.0,0.0,,72.6,Sí,0,1,,sí,sí
685,2310685,1,0,18.0,construccion,2013-04-08,,21114,1185,106985,39283.24932734939,,22,14.120061073591462,0.0,0.0,2.0,460.0,Sí,0,1,,sí,sí
686,2300686,0,1,0.0,restauracion,2005-04-29,,0,680,56107,17242.77704332406,,26,6.803315338218708,0.0,0.0,,72.6,Sí,0,1,,sí,sí
687,2300687,0,1,0.0,fontaneria,2005-08-16,,0,1200,57031,21146.48055078789,,22,8.09922250492209,0.0,0.0,,72.6,No,0,1,,sí,sí
688,2300688,0,1,0.0,restauracion,2017-12-18,,0,891,59108,22252.895156794944,,27,8.466517463293904,0.0,0.0,,72.6,Sí,0,1,,sí,sí
689,2300689,0,1,1.0,peluqueria,2011-10-13,,1781,523,74111,25813.12404695093,,37,9.648401826447042,0.0,1.0,,121.0,Sí,0,1,,sí,sí
690,2310690,1,0,6.0,construccion,2010-09-17,,8076,569,686578,227095.08978098904,,63,76.4677034010047,0.0,1.0,1.0,460.0,Sí,0,1,1.0,sí,sí
691,2300691,0,1,2.0,limpieza,,,3230,763,60078,22797.403338963915,,37,8.647277107117324,0.0,0.0,,142.45,Sí,0,1,,sí,sí
692,2310692,1,0,15.0,construccion,2012-02-18,,20610,611,172559,52423.22635202778,,41,18.48212145139444,0.0,0.0,2.0,460.0,Sí,0,1,1.0,sí,sí
693,2300693,0,1,0.0,restauracion,,,0,1149,38054,12583.580667546456,,34,5.256608227162693,0.0,1.0,,72.6,Sí,0,1,,no,sí
694,2300694,0,1,2.0,restauracion,2020-08-29,,2922,697,74165,23777.75291414937,,35,8.972722427933409,0.0,0.0,,142.45,Sí,0,1,,sí,sí
695,2300695,0,1,1.0,restauracion,2017-09-30,,1245,781,484013,145073.90862753018,,54,49.2392429723336,0.0,0.0,,121.0,Sí,0,0,,sí,sí
696,2300696,0,1,3.0,construccion,2006-06-23,,3633,1045,849146,317272.19899536856,,64,106.4036762227292,0.0,0.0,,162.5,Sí,0,0,,sí,sí
697,2310697,1,0,18.0,construccion,2016-07-11,,22590,968,158269,59077.080075829705,,31,20.69099226096905,0.0,0.0,2.0,460.0,Sí,0,1,1.0,sí,sí
698,2310698,1,0,12.0,construccion,2006-08-08,,13848,1076,670749,271442.7425089913,,60,91.18973361841442,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
699,2300699,0,1,2.0,restauracion,2012-10-03,,3446,661,64187,21377.574931856576,,28,8.175938593641224,0.0,0.0,,142.45,No,1,1,,sí,sí
700,2300700,0,1,0.0,fontaneria,2009-04-26,,0,583,53213,15544.834660305783,,43,6.239651704800927,0.0,0.0,,72.6,Sí,1,0,,no,sí
701,2300701,0,1,0.0,construccion,2012-07-05,,0,957,49268,16494.79167789369,,25,6.555007649431089,0.0,1.0,,72.6,Sí,0,1,,sí,sí
702,2310702,1,0,10.0,construccion,2005-06-21,,16830,758,181580,62379.44398327274,,38,21.78727353502984,0.0,1.0,1.0,460.0,Sí,0,1,1.0,sí,sí
703,2310703,1,0,25.0,construccion,2018-06-28,,38175,1028,105546,31507.21572191636,,22,11.53866172844656,0.0,0.0,1.0,460.0,Sí,0,1,,sí,no
704,2310704,1,0,8.0,construccion,2021-10-06,,13776,626,196692,80399.51075388696,,23,27.769370696830947,0.0,0.0,3.0,460.0,Sí,0,1,0.0,sí,sí
705,2310705,1,0,1.0,construccion,2015-05-07,,1786,587,105042,29678.762428589234,,40,10.93167256488059,0.0,0.0,1.0,460.0,Sí,1,1,1.0,sí,no
706,2310706,1,0,10.0,construccion,2007-07-18,,17740,1126,164478,54256.997264702106,,22,19.09087589785361,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
707,2310707,1,0,12.0,construccion,2013-12-22,,21276,525,123509,40776.951656786776,,33,14.615923413018216,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
708,2310708,1,0,1.0,construccion,2006-12-08,,1174,622,159769,66639.19684104963,,40,23.201377922369616,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
709,2310709,1,0,12.0,construccion,2021-05-09,,17700,540,721728,225717.63323948067,,62,76.01043101836854,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
710,2300710,0,1,2.0,componentes electronicos,2015-02-28,,3152,816,69270,25038.483295000424,,37,9.39124538509493,0.0,0.0,,142.45,Sí,0,1,,sí,sí
711,2310711,1,0,16.0,construccion,2022-02-11,,20976,837,477413,195235.5087021037,,59,65.89132141672889,0.0,0.0,2.0,460.0,Sí,0,1,,sí,sí
712,2300712,0,1,1.0,restauracion,2007-01-31,,1523,1006,236303,75369.7230153107,,51,26.0996388729475,0.0,0.0,,121.0,Sí,0,1,,no,sí
713,2300713,0,1,3.0,fontaneria,2003-08-25,,4542,753,63417,22430.790633573088,,34,8.525573183801399,0.0,1.0,,162.5,Sí,0,0,1.0,sí,sí
714,2300714,0,1,3.0,restauracion,2010-01-12,,3969,997,30064,11653.998731090707,,35,4.948016170622608,0.0,1.0,,162.5,Sí,0,0,,no,sí
715,2310715,1,0,20.0,construccion,2005-07-03,,25500,925,956571,293314.15815488744,,62,98.4503578505758,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
716,2310716,1,0,13.0,construccion,2001-12-22,,15652,922,118064,49209.702220873085,,36,17.41533219755503,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
717,2300717,0,1,,restauracion,2002-08-08,,0,704,39820,11537.43317551445,,36,4.909320060999217,0.0,0.0,,72.6,Sí,0,1,,sí,sí
718,2300718,0,1,0.0,restauracion,2011-09-23,,0,698,43011,15028.494478697638,,42,6.068242953976599,0.0,0.0,,72.6,Sí,0,0,,sí,sí
719,2300719,0,1,1.0,construccion,2021-03-16,,1401,867,75518,27682.254782852324,,29,10.268894625536143,0.0,0.0,,121.0,Sí,0,1,,sí,sí
720,2300720,0,1,3.0,fontaneria,2002-11-09,,3849,780,77190,23736.74533743484,,34,8.959109198226827,0.0,0.0,,162.5,Sí,0,1,,no,sí
721,2300721,0,1,2.0,fontaneria,2021-08-08,,2420,789,70879,26276.42804832309,,33,9.80220422834375,0.0,0.0,,142.45,Sí,0,0,1.0,sí,sí
722,2300722,0,1,0.0,educacion,2013-11-07,,0,962,43800,13650.63945765956,,43,5.610838288630603,0.0,0.0,,72.6,Sí,0,0,,sí,sí
723,2310723,1,0,6.0,construccion,2018-09-18,,9414,697,133660,41158.14259704282,,34,14.74246685321948,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
724,2300724,0,1,1.0,zapateria,2001-10-18,,1762,509,734735,253359.3782673356,,59,85.18662368087355,0.0,0.0,,121.0,Sí,0,1,,sí,sí
725,2300725,0,1,1.0,construccion,2004-05-04,,1511,537,945239,384295.8354500199,,55,128.6534220484653,0.0,0.0,,121.0,Sí,0,1,,sí,sí
726,2300726,0,1,3.0,comercio alimentacion,2011-07-23,,3315,858,77283,30587.57825685839,,35,11.233370924608892,0.0,0.0,,162.5,Sí,0,0,,no,sí
727,2300727,0,1,2.0,restauracion,2003-04-16,,2270,583,78329,27103.807533549258,,36,10.076868275558889,0.0,0.0,,142.45,Sí,0,0,1.0,sí,sí
728,2300728,0,1,0.0,informatica,2015-03-18,,0,878,59663,24446.90335157372,,40,9.194859392434662,0.0,1.0,,72.6,Sí,0,1,,sí,sí
729,2300729,0,1,0.0,fontaneria,2001-06-16,,0,934,56959,19512.75023919904,,26,7.556875265896238,0.0,0.0,,72.6,Sí,0,1,,sí,sí
730,2300730,0,1,0.0,construccion,2018-02-17,,0,1133,37197,14135.6732727921,,23,5.771854307373304,0.0,0.0,,72.6,Sí,1,0,,sí,sí
731,2300731,0,1,0.0,restauracion,2015-05-03,,0,1021,56691,19733.560917188643,,39,7.630177487631121,0.0,0.0,,72.6,Sí,0,1,1.0,sí,sí
732,2300732,0,1,0.0,construccion,2006-12-26,,0,925,721100,256860.0355737876,,61,86.3487321460605,0.0,0.0,,72.6,Sí,0,1,,sí,sí
733,2300733,0,1,0.0,construccion,2010-02-01,,0,526,40821,16125.84439999605,,38,6.432528721241718,0.0,0.0,,72.6,Sí,0,1,,sí,sí
734,2310734,1,0,22.0,construccion,2011-01-11,,30778,875,153609,58279.94891633756,,31,20.426369709483435,0.0,,1.0,460.0,Sí,0,1,,sí,sí
735,2300735,0,1,2.0,restauracion,2010-04-03,,3486,1130,70322,23800.915986765256,,38,8.980411841780647,0.0,0.0,,142.45,Sí,1,1,,sí,sí
736,2300736,0,1,0.0,restauracion,2010-10-11,,0,562,39841,15719.65243681866,,24,6.297685725319399,0.0,0.0,,72.6,Sí,1,1,,sí,sí
737,2310737,1,0,13.0,construccion,2005-12-28,,20410,660,120690,46529.37434353339,,37,16.525547382002785,0.0,1.0,1.0,460.0,Sí,0,1,,sí,sí
738,2300738,0,1,0.0,restauracion,2018-01-08,,0,1137,43100,16926.28164132812,,39,6.698248788238412,0.0,0.0,,72.6,Sí,1,0,,no,sí
739,2310739,1,0,23.0,construccion,2005-10-21,,28336,785,113983,36550.59726952038,,42,13.212906270703256,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
740,2310740,1,0,7.0,construccion,2020-11-05,,12383,532,144281,56275.02583543729,,28,19.760798109524583,0.0,0.0,2.0,460.0,Sí,1,1,1.0,sí,sí
741,2310741,1,0,16.0,construccion,2004-06-16,,22656,950,145097,49166.07208518131,,22,17.400848360496425,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
742,2300742,0,1,3.0,empresa de telefonia,2018-09-19,,4584,906,74923,26179.44672805146,,28,9.77000947079209,0.0,0.0,,162.5,Sí,0,0,1.0,sí,sí
743,2310743,1,0,7.0,construccion,2005-09-23,,7714,675,829905,266934.7226106531,,56,89.69321235784017,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
744,2310744,1,0,8.0,construccion,2004-04-02,,9352,540,155154,49080.23001969438,,37,17.372351486270084,0.0,0.0,1.0,460.0,Sí,0,1,,sí,no
745,2300745,0,1,1.0,restauracion,2011-02-17,,1659,739,65092,18621.65117684599,,32,7.261058316955815,0.0,0.0,,121.0,Sí,0,1,0.0,sí,sí
746,2310746,1,0,19.0,construccion,2015-12-05,,24776,908,148010,50821.49716965142,,24,17.950397583895082,0.0,0.0,5.0,460.0,Sí,1,1,0.0,sí,sí
747,2300747,0,1,0.0,comercio alimentacion,2013-08-10,,0,874,59692,17160.665077395635,,30,6.776056740091239,0.0,0.0,,72.6,Sí,0,0,,sí,sí
748,2300748,0,1,1.0,fontaneria,2009-05-11,,1179,1154,69321,26596.76462509361,,28,9.908545927911971,0.0,1.0,,121.0,Sí,1,1,1.0,sí,sí
749,2300749,0,1,0.0,empresa de telefonia,2005-06-28,,0,1014,217172,80366.02056809563,,43,27.75825300520856,0.0,0.0,,72.6,Sí,1,1,0.0,sí,sí
750,2300750,0,1,0.0,restauracion,2014-06-10,,0,695,147607,47540.07840962103,,24,16.861069442055484,0.0,0.0,,72.6,Sí,0,1,,no,sí
751,2300751,0,1,0.0,construccion,2014-03-19,,0,1045,1019690,296104.3839844686,,65,99.37662534050212,116.39597277737964,0.0,,72.6,Sí,0,1,,sí,sí
752,2300752,0,1,0.0,restauracion,2014-09-30,,0,792,935192,290192.61630225746,,44,97.4141038291694,0.0,1.0,,72.6,No,1,1,,sí,sí
753,2300753,0,1,0.0,ingenieria,2004-05-06,,0,628,56256,16091.329710663464,,32,6.4210709265661965,0.0,0.0,,72.6,Sí,1,0,,sí,sí
754,2300754,0,1,0.0,restauracion,2017-01-20,,0,550,47013,19121.46776765334,,34,7.426981753719407,0.0,0.0,,72.6,Sí,0,1,,sí,sí
755,2310755,1,0,24.0,construccion,2020-03-15,,30216,794,382592,129328.72747928638,,47,44.01233650978095,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
756,2300756,0,1,0.0,limpieza,2002-10-06,,0,768,52967,19255.07079697754,,31,7.47133377042956,0.0,0.0,,72.6,Sí,0,1,,sí,sí
757,2300757,0,1,0.0,construccion,2022-06-11,,0,1137,52796,17214.08653076982,,29,6.793790987620783,0.0,0.0,,72.6,No,0,1,,sí,sí
758,2310758,1,0,13.0,construccion,2021-04-25,,16575,771,122853,43426.64955863174,,38,15.495540037086744,0.0,0.0,2.0,460.0,No,0,1,0.0,sí,no
759,2310759,1,0,25.0,construccion,2002-02-05,,34175,526,257649,91908.825078283,,54,31.59010218637912,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
760,2300760,0,1,0.0,construccion,2018-03-07,,0,1196,36428,13871.422706300724,,26,5.684131404681834,0.0,1.0,,72.6,Sí,0,1,,sí,sí
761,2300761,0,1,3.0,componentes electronicos,2010-12-30,,5244,838,861473,299731.969846447,,61,100.58087010637162,0.0,0.0,,162.5,Sí,0,1,0.0,sí,sí
762,2300762,0,1,0.0,restauracion,2002-09-18,,0,1173,42396,13630.981002579776,,25,5.604312297920627,0.0,1.0,,72.6,No,0,1,,sí,sí
763,2300763,0,1,0.0,restauracion,2017-09-20,,0,746,40651,13245.876583454414,,27,5.476469705439026,0.0,0.0,,72.6,Sí,0,1,,no,sí
764,2300764,0,1,0.0,construccion,2007-05-01,,0,887,165679,67891.19316940317,,28,23.617001447951804,0.0,,,72.6,Sí,1,1,1.0,sí,sí
765,2300765,0,1,0.0,comercio alimentacion,2011-11-19,,0,1070,36416,14159.623282690558,,33,5.77980495972451,0.0,1.0,,72.6,Sí,0,0,,sí,sí
766,2300766,0,1,0.0,ingenieria,2006-01-24,,0,571,33609,10958.772572857932,,24,4.717222884398152,0.0,1.0,,72.6,Sí,0,1,,sí,sí
767,2300767,0,1,0.0,informatica,2005-11-11,,0,557,44652,16682.883686403813,,29,6.617448298768791,0.0,1.0,,72.6,No,0,1,,sí,sí
768,2300768,0,1,2.0,construccion,2022-12-29,,2980,1160,69793,27059.038648144648,,41,10.062006409300286,0.0,0.0,,142.45,Sí,0,0,,no,sí
769,2300769,0,1,3.0,empresa de telefonia,2020-09-13,,3513,868,825224,252307.7141258973,,64,84.83750416007773,0.0,0.0,,162.5,Sí,0,1,,sí,sí
770,2300770,0,1,0.0,fontaneria,2020-02-18,,0,972,42309,16006.345045418817,,31,6.392858682337131,0.0,0.0,,72.6,Sí,0,1,,no,sí
771,2300771,0,1,2.0,restauracion,2001-08-30,,3300,1010,237433,85924.46266114381,,44,29.6034814992052,0.0,1.0,,142.45,Sí,0,1,,sí,sí
772,2310772,1,0,13.0,construccion,2005-12-02,,17719,560,402548,142465.75042682645,,60,48.37341622659695,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
773,2310773,1,0,10.0,construccion,2011-10-03,,14700,1022,110942,37479.91227500809,,39,13.52140971453138,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
774,2310774,1,0,7.0,construccion,2006-11-07,,9212,1063,118052,49457.00616808053,,30,17.49742935399312,0.0,0.0,2.0,460.0,Sí,0,1,0.0,sí,sí
775,2300775,0,1,0.0,educacion,2013-05-09,,0,756,37390,14683.641668597807,,41,5.953762633631648,0.0,0.0,,72.6,Sí,0,0,,sí,sí
776,2310776,1,0,12.0,construccion,2009-05-14,,21552,570,166026,48900.45110208976,,43,17.312670522462113,0.0,,3.0,460.0,Sí,0,1,,sí,sí
777,2300777,0,1,0.0,restauracion,2019-08-28,,0,525,57521,18769.662350500064,,37,7.310193385826633,0.0,0.0,,72.6,Sí,0,1,,no,sí
778,2300778,0,1,0.0,restauracion,2008-04-21,,0,591,33136,11747.487256748847,,38,4.979051429876614,0.0,0.0,,72.6,Sí,0,1,1.0,sí,sí
779,2300779,0,1,1.0,fontaneria,2011-04-06,,1339,803,71764,28012.63316776716,,39,10.378569890554717,0.0,0.0,,121.0,Sí,0,1,,sí,sí
780,2300780,0,1,0.0,fontaneria,2022-09-07,,0,825,44900,17030.96769293888,,32,6.7330012750184345,0.0,0.0,,72.6,Sí,1,1,,sí,sí
781,2310781,1,0,21.0,construccion,2007-08-04,,30702,993,418914,136699.3205371744,,61,46.45914230543339,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
782,2300782,0,1,0.0,restauracion,2020-08-01,,0,1117,1041623,420347.2610383823,,47,140.62136497766207,114.22212421162314,1.0,,72.6,Sí,0,0,,sí,sí
783,2300783,0,1,0.0,fontaneria,2007-07-10,,0,523,36121,12845.840143318215,,29,5.343670150164448,0.0,1.0,,72.6,Sí,0,1,1.0,no,sí
784,2300784,0,1,0.0,fontaneria,2009-07-15,,0,938,37195,14871.314576047844,,31,6.016064154558007,0.0,0.0,,72.6,Sí,0,0,1.0,sí,sí
785,2310785,1,0,24.0,construccion,2022-05-28,,27744,780,618959,250403.33621513343,,47,84.20531040408373,0.0,0.0,4.0,460.0,Sí,0,1,,sí,sí
786,2310786,1,0,5.0,construccion,2001-04-06,,6215,961,114393,42021.77013858402,,29,15.029164118599857,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
787,2300787,0,1,0.0,construccion,2022-01-15,,0,1025,52713,15830.809968522995,,38,6.334586540581952,0.0,1.0,,72.6,Sí,0,0,,sí,sí
788,2310788,1,0,22.0,construccion,2016-04-22,,28600,566,126632,46227.70668274064,,24,16.42540317718894,0.0,0.0,5.0,460.0,Sí,0,1,1.0,sí,sí
789,2300789,0,1,0.0,restauracion,2006-10-28,,0,1004,988691,279319.5618409984,,48,93.80459066471902,0.0,0.0,,72.6,Sí,0,1,,sí,sí
790,2310790,1,0,15.0,construccion,2013-11-11,,26400,1181,152265,56188.7574092628,,26,19.732159696918195,0.0,0.0,2.0,460.0,Sí,1,1,,sí,sí
791,2300791,0,1,2.0,restauracion,2007-06-11,,2582,1141,1079359,332487.6390659499,,50,111.4547252571428,115.38544942712042,0.0,,142.45,Sí,0,1,,sí,sí
792,2310792,1,0,13.0,construccion,2022-06-22,,19851,558,551749,220915.9161305096,,44,74.41641149252587,0.0,0.0,2.0,460.0,Sí,0,1,,sí,sí
793,2300793,0,1,3.0,restauracion,2004-06-11,,4527,1064,76973,22483.45711113211,,39,8.543056803032025,0.0,0.0,,162.5,Sí,0,0,,sí,sí
794,2310794,1,0,16.0,construccion,2016-01-05,,19648,941,128674,41302.62981658588,,43,14.79043207981645,0.0,0.0,2.0,460.0,Sí,1,1,,sí,sí
795,2300795,0,1,0.0,empresa de telefonia,2015-04-20,,0,1026,587400,164705.69066111854,,49,55.75637906728624,0.0,0.0,,72.6,Sí,0,1,,sí,sí
796,2300796,0,1,0.0,ingenieria,2006-10-06,,0,856,42597,17373.0280651418,,41,6.846554593536464,0.0,0.0,,72.6,Sí,0,1,,sí,sí
797,2300797,0,1,1.0,construccion,2015-08-25,,1523,635,67220,27015.93697322336,,36,10.047698004647978,0.0,1.0,,121.0,Sí,0,1,,no,sí
798,2310798,1,0,20.0,construccion,2012-11-09,,29720,573,163295,51080.12635701252,,30,18.036254364969544,0.0,0.0,5.0,460.0,Sí,1,1,1.0,sí,sí
799,2310799,1,0,1.0,construccion,2021-06-20,,1298,608,117210,34790.64176612123,,24,12.628656225695158,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
800,2300800,0,1,1.0,restauracion,2019-01-26,,1431,1061,124204,44065.2675421714,,39,15.707541184221093,0.0,1.0,,121.0,Sí,0,1,,sí,sí
801,2310801,1,0,20.0,construccion,2010-08-08,,27340,1016,464741,164103.9712291419,,59,55.55662708234367,0.0,0.0,1.0,460.0,Sí,1,1,0.0,sí,sí
802,2300802,0,1,1.0,restauracion,2012-05-19,,1745,516,308714,106540.84392925027,,60,36.44747366862741,0.0,1.0,,121.0,Sí,0,0,1.0,no,sí
803,2300803,0,1,0.0,restauracion,2004-03-10,,0,644,54921,19283.28043713673,,30,7.480698486469731,0.0,1.0,,72.6,Sí,0,1,,sí,sí
804,2300804,0,1,0.0,construccion,2017-04-09,,0,749,47630,17357.91630836692,,34,6.841537964105308,0.0,1.0,,72.6,Sí,0,0,,sí,sí
805,2300805,0,1,0.0,fontaneria,2011-04-03,,0,951,53835,22232.56340146556,,29,8.459767958011899,0.0,1.0,,72.6,Sí,0,1,1.0,sí,sí
806,2300806,0,1,1.0,fontaneria,2001-04-03,,1492,682,26082,10620.84887158534,,34,4.605042810926692,0.0,0.0,,121.0,Sí,0,1,,sí,sí
807,2300807,0,1,3.0,peluqueria,2002-05-11,,3381,758,79901,30235.09353400823,,22,11.116357048523888,0.0,0.0,,162.5,Sí,1,0,,sí,sí
808,2300808,0,1,1.0,construccion,2022-07-27,,1464,1044,70219,28528.78846588429,,42,10.549917265856916,0.0,0.0,,121.0,Sí,0,1,,sí,sí
809,2300809,0,1,2.0,zapateria,2006-05-20,,3308,1197,76418,28344.09160378397,,33,10.488603698674927,0.0,0.0,,142.45,Sí,1,0,,sí,sí
810,2300810,0,1,1.0,fontaneria,2010-04-06,,1744,826,73668,28214.908516244748,,33,10.445718964053343,0.0,0.0,,121.0,Sí,1,1,,sí,sí
811,2300811,0,1,0.0,construccion,2005-08-18,,0,1168,51147,18720.6693383173,,30,7.293929241922099,0.0,0.0,,72.6,Sí,0,1,,sí,sí
812,2300812,0,1,0.0,restauracion,2003-03-02,,0,1167,44314,14733.078452668333,,22,5.970174095888775,0.0,0.0,,72.6,Sí,1,1,,no,sí
813,2310813,1,0,10.0,construccion,2009-05-22,,12670,677,158184,53814.25551953348,,42,18.943899520301937,0.0,0.0,2.0,460.0,Sí,0,1,1.0,sí,sí
814,2300814,0,1,0.0,limpieza,2003-05-10,,0,717,115956,41722.41381985164,,35,14.929787206879611,0.0,0.0,,72.6,Sí,0,1,0.0,sí,sí
815,2310815,1,0,10.0,construccion,2020-10-28,,16180,831,161569,50771.77336009503,,35,17.933890838176126,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
816,2310816,1,0,10.0,construccion,2002-03-24,,17050,694,125400,36463.83000286311,,27,13.184102258697369,0.0,0.0,2.0,460.0,Sí,0,1,,sí,no
817,2310817,1,0,12.0,construccion,2017-03-19,,20256,831,600637,226750.16406294,,59,76.35319887750659,0.0,0.0,2.0,460.0,Sí,0,1,,sí,sí
818,2300818,0,1,1.0,restauracion,2003-06-19,,1164,1088,74044,25789.719453353384,,29,9.64063223520661,0.0,0.0,,121.0,Sí,0,0,,sí,sí
819,2300819,0,1,0.0,fontaneria,2014-06-12,,0,968,54040,16936.351945994676,,40,6.701591813640655,0.0,0.0,,72.6,Sí,0,1,,sí,sí
820,2300820,0,1,0.0,restauracion,2017-01-30,,0,1149,36070,12318.14954152248,,26,5.168493415721982,0.0,0.0,,72.6,Sí,1,1,,no,sí
821,2300821,0,1,0.0,restauracion,2007-01-18,,0,535,1079056,307009.2228290567,,58,102.9966899236416,57.92551801748477,0.0,,72.6,Sí,0,1,,sí,sí
822,2310822,1,0,12.0,construccion,2015-04-23,,18588,935,514549,178370.81854656045,,56,60.29277306514073,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
